"","Jurkat","KMBC2","MCF7","231"
"O60315",0.0884,-0.643,-0.145,-6.34
"O60318",0.0884,-0.643,-0.145,-0.35
"O60333",0.0884,-1.47,-0.83,0.446
"O60333;Q12756",0.0884,-0.643,-0.145,-0.35
"O60336",0.0884,-0.643,-0.145,-0.35
"O60337",0.0884,-0.643,-2.93,-0.35
"O60341",-2.17,-3.19,-1.91,-2.47
"O60343",-1.37,-1.08,-0.408,-0.52
"O60361;P15531;P22392",-1.8,-2.15,-0.548,-1.62
"O60361;P22392",-3.28,-1.85,-0.615,-1.52
"O60427",0.676,-1.55,-0.145,-1.24
"O60437",0.265,-1.78,-0.0937,2.53
"O60443",0.0884,-2.29,-0.145,-2.25
"O60447",0.0884,-0.643,-0.145,-0.35
"O60476",0.0884,-1.98,-2.34,-0.35
"O60479",0.0884,-3.55,-4.58,-0.35
"O60488",-3.68,-3.12,0.975,-2.08
"O60488;O95573",-5.19,-4.05,-0.175,-2.12
"O60493",-1.64,-1.19,1.21,-1.78
"O60496",-0.933,-0.643,-0.145,-0.35
"O60499",0.0884,-0.643,-0.145,-1.18
"O60502",-0.562,-1.25,-2.1,-1.94
"O60504",-4.3,-5.19,-0.145,-2.22
"O60506",-2.66,-1.14,-0.745,-0.78
"O60506;O43390",-1.04,1.9,0.302,1.29
"O60507",0.0884,-0.643,-0.145,-0.35
"O60508",-4.33,-5.14,-2.53,-3.71
"O60512",0.0884,-0.643,-0.145,-0.35
"O60518",-0.512,-1.18,-0.0785,-3.22
"O60522",0.0884,-0.643,-0.145,-0.35
"O60524",-1.99,-2.24,-0.374,-2.2
"O60547",-2.14,-2.38,-0.52,-1.93
"O60548",0.0884,-7.47,-0.932,-0.35
"O60551",-1.64,-1.87,-1.89,-1.35
"O60563",-4.14,-3.78,-0.829,-3.54
"O60566",-1.81,-1.78,-0.624,-2.53
"O60568",0.0884,-3.17,0.0498,-2
"O60573",-2.66,-3.14,-1.17,-2.42
"O60583",-0.511,-1.41,-0.299,-1.16
"O60610",-1.69,-1.77,-0.0138,-0.998
"O60613",0.0884,-0.643,-0.145,-0.35
"O60641;Q13492",-4.04,-2.6,-2.35,-3.03
"O60645",-7.46,-5.94,-1.99,-5.96
"O60656;Q9HAW9",0.165,-1.89,-0.145,-0.35
"O60658",0.0884,-2.41,-0.145,-1.1
"O60664",-2.55,-3.23,0.483,-1.56
"O60671",0.0884,-5.05,-1.06,-6.75
"O60678",-2.15,-3.4,-2.06,-3.29
"O60684",-3.67,-4.77,-1.39,-4.25
"O60684;O15131",-1.18,-3.67,-1.49,-2.38
"O60684;O15131;P52294",-2.88,-3.06,-1.04,-3.39
"O60687",0.0884,0.0987,-0.145,-0.35
"O60701",-2.46,-1.73,-0.748,-0.328
"O60706",0.0884,-0.643,-0.145,-0.35
"O60711",-4.88,-0.643,0.762,-3.68
"O60716",-2.27,-2.25,-0.144,-1.44
"O60725",0.0884,-2.8,-0.145,-0.907
"O60749",-3.68,-2.8,-0.566,-1.78
"O60762",-0.635,-1.86,-0.423,-1.92
"O60763",-1.97,-1.26,-0.713,-0.831
"O60783",-0.977,-0.643,-0.103,-0.905
"O60784",-2.18,-2.52,-0.184,-1.46
"O60825",-2.53,-1.6,-2.22,-4.16
"O60826",-3.24,-2.97,-0.4,-1.42
"O60828",-3.14,-2.73,-1.04,-2.06
"O60831",0.281,-0.643,-0.0853,0.801
"O60832",-0.712,-1.68,-0.914,-1.04
"O60841",-1.02,-1.81,-0.428,-1.09
"O60858",0.0884,-0.643,-0.145,-0.35
"O60869",-1.14,-1.88,-0.355,-0.468
"O60870",-3.83,-3.83,-1.15,-1.79
"O60879",-1.78,-2.22,-0.145,-1.04
"O60880",-1.45,-0.643,-0.145,-0.35
"O60884",-3.86,-5.24,-2.89,-4.82
"O60885",-4.12,-5.86,-1.13,-4.41
"O60885;Q15059",-3.4,-4.77,-1.72,-2.27
"O60888",-2.45,-3.05,-1.88,-2.7
"O60890",0.0884,-1.51,0.22,-0.358
"O60906",-3.8,-0.643,-0.809,-0.35
"O60907",0.0884,-2.86,-3.85,-2.73
"O60907;Q9BQ87",0.0884,-2.99,-3.5,-2.96
"O60925",-4.95,-3.65,-3.17,-3.58
"O60934",-3.54,-3.56,-0.551,-2.53
"O60936",-0.366,-1.09,0.64,-0.364
"O60941",0.0884,-2.29,-0.93,-0.35
"O60942",-3.4,-4.08,-2.33,-3.13
"O75027",0.0884,-3.27,-0.653,-1.59
"O75051",-0.721,-1.25,-0.145,-0.94
"O75052",0.0884,-4.51,-1.64,-2.21
"O75054",0.0884,-1.46,-1.03,-0.174
"O75063",-1.85,-1.63,-0.145,-2.47
"O75081",-4.98,-0.643,-6.19,-0.35
"O75081;O43439;Q06455",-0.559,-3.5,-0.145,-2.23
"O75081;Q06455",-3.36,-0.643,-2.9,-0.35
"O75083",-2.65,-2,-0.246,-2.04
"O75110",0.0884,-3.57,-2.32,-0.35
"O75110;O43861",0.0884,-2.72,-1.74,-0.35
"O75113",-4.14,-3.08,-0.879,-2.85
"O75116",-1.46,-2.4,-1.29,-0.699
"O75116;Q13464",0.254,-1.18,0.855,-0.862
"O75122",-4.07,-4.3,-2.04,-3.18
"O75127",0.0884,-0.643,-0.137,0.103
"O75128",0.0884,-0.643,-1.13,-0.35
"O75131",-3.62,-1.31,-0.641,-1.15
"O75132",-3.01,-3.8,-0.779,-3.06
"O75140",0.0884,-1.21,-0.145,-0.35
"O75143",-3.49,-2.67,-0.883,-4.43
"O75146",0.262,-0.603,0.614,0.432
"O75147",0.0884,-5.41,-3.43,-5.94
"O75150",-3.52,-3.32,-1.54,-2.61
"O75150;Q5VTR2",-3.9,-5.25,-1.83,-5.14
"O75151",-2.76,-5,-1.73,-2.33
"O75151;Q9UPP1",-3.34,-3.52,-2.97,-2.9
"O75152",-2.57,-2.37,-0.407,-1.61
"O75153",-1.67,-1.25,-1.02,-1.41
"O75154",0.0884,-0.643,-0.145,0.686
"O75155;Q86VP6",-2.46,-3.56,-0.206,-1.13
"O75161",-3.45,-4.11,-0.145,-1.07
"O75164",-2.22,-3.35,-1.69,-4.37
"O75165",-0.622,-1.41,-0.758,-1.13
"O75170",0.0884,-1.41,-0.145,-0.849
"O75175",-4.86,-4.08,-0.138,-4.05
"O75177",0.0884,-2.74,-5.31,-3.97
"O75179",-1.82,-2.54,-0.434,-2.27
"O75179;Q8IWZ3",-3.82,-3.7,-0.628,-2.97
"O75182",-0.932,-3.55,-1.04,-4.79
"O75185",0.0884,-1.49,-0.35,-0.35
"O75190",-3.3,-4.62,-2.27,-4.06
"O75192",0.0884,-0.643,0.205,-0.35
"O75208",0.0884,-1.19,-0.391,-0.35
"O75223",-0.227,-0.101,0.442,0.495
"O75251",-1.67,-2.24,-0.925,-2.02
"O75298",0.0884,-0.643,-0.145,-0.35
"O75306",-2.11,-1.02,-0.597,-1.32
"O75312",-2.91,-3.63,-0.512,-3.76
"O75323",0.0884,-0.643,-0.145,-0.35
"O75326",0.0884,-0.643,-0.145,-0.641
"O75330",-6.47,-5.35,-4.39,-1.45
"O75340",-4.65,-2.49,-1.06,-1.84
"O75342",1.09,-0.643,2.73,4.03
"O75347",-2.55,-3.06,-1.42,-0.367
"O75348",-3.25,-2.95,-0.741,-3.15
"O75351",-4.26,-2.36,-1.11,-1.6
"O75354",0.0884,-0.643,-0.145,-0.35
"O75356",0.0884,-0.643,-0.145,-0.35
"O75362",-5.06,-5.92,-3.07,-6.79
"O75363",0.0884,-2.43,-0.145,-0.35
"O75367",-1.05,-0.901,-0.608,-1.15
"O75368",-4.28,-0.643,-1.14,-2.77
"O75369",-1.06,-2.28,-0.4,-1.07
"O75369;P21333",-1.53,-1.6,1.93,-1.28
"O75369;Q14315",-1.2,-2.67,-1.24,-2.26
"O75369;Q14315;P21333",-2.18,-1.97,-0.189,-1.36
"O75376",-3.57,-5.07,-3.14,-4.48
"O75376;Q9Y618",-2.02,-5.55,-4.22,-5.4
"O75380",0.0884,-2.42,-0.145,-1.16
"O75381",-0.66,-1.2,1.17,-0.043
"O75382",0.0884,-1.43,-2.34,-2.9
"O75385",-0.667,-0.643,-0.559,-0.687
"O75386",0.0884,-0.643,-0.145,-0.35
"O75390",-0.986,-1.51,-0.284,0.0995
"O75391",-4.3,-2.92,-2.34,-4.98
"O75394",0.079,-2.76,-0.712,-1.01
"O75396",-1.39,-1.45,-0.713,-0.739
"O75400",-0.739,0.0333,-0.0811,0.161
"O75410",-2.05,-3.08,-1.29,-1.26
"O75419",-2.76,-2.52,-2.19,-5.17
"O75420",-3.05,-3.94,-1.86,-2.29
"O75427",-1.73,-0.643,-1.14,-3.03
"O75431",-3.54,-1.96,-0.935,-1.93
"O75436",-2.81,-2.3,-1.12,-2.09
"O75438",-1.14,-2.21,-0.145,-1.93
"O75439",-0.343,0.119,-1.65,0.0761
"O75448",-4.69,-6.87,-5.34,-6.55
"O75452",0.0884,-0.643,-0.145,-0.35
"O75461",-1.07,-3.12,-1.2,-3.06
"O75475",-2.91,-1.77,-0.27,-1.31
"O75477",0.829,-0.863,-1.32,-1.3
"O75487",0.0884,-1.42,0.86,-0.35
"O75489",-0.642,-2.64,-0.187,-1.59
"O75494",-1.45,0.464,-0.72,-0.119
"O75494;Q8WXF0",-1.48,0.259,-0.939,-0.0878
"O75496",-3.89,-1.64,-1.55,-1.95
"O75506",-4.22,-4.6,-1.23,-1.67
"O75509",-2.07,-3.31,-1.27,-0.339
"O75521",-2.79,-0.643,-0.716,-0.35
"O75525",-1.21,-0.643,2.18,-0.92
"O75526;P38159",-0.432,0.14,0.0709,1.96
"O75528",-2.6,-4.76,-3.38,-4.17
"O75529",-0.673,-1.23,-0.145,-0.35
"O75530",-2.26,-3.55,-1.44,-1.95
"O75531",-3.86,-2.44,-0.676,-2.75
"O75533",-1.44,-0.908,-0.0819,-0.88
"O75534",-2.16,-1.42,-0.871,-1.06
"O75554",-3.58,-0.643,-2.55,-4.97
"O75569",-4.34,-3.3,-0.18,-2.11
"O75582",-0.534,-3.42,-1.19,-4.12
"O75586",-3.22,-5.27,-1.57,-5.46
"O75592",-2.44,-1.56,-2.24,-0.777
"O75600",-0.81,-0.643,-0.145,-0.35
"O75608",-2.98,-0.144,-0.468,0.266
"O75616",0.0884,-0.643,-0.145,-0.35
"O75626",0.0884,-0.643,-0.145,-0.35
"O75643",-1.54,-1.18,-0.544,-1.23
"O75663",-4.06,-2.07,-0.64,-2.31
"O75665",-0.116,-4.35,-0.145,-3.03
"O75674",0.0884,-0.643,-1.58,-1.18
"O75676",-4.15,-3.76,-1.66,-2.94
"O75676;O75582",0.0884,-2.35,-0.145,-2.93
"O75683",1.32,-2.29,-0.639,0.266
"O75688",0.0884,-2.1,-0.145,-1.86
"O75688;P35813",-5.48,-4.98,-2.95,-6.25
"O75691",-3.66,-2.12,-0.414,-0.625
"O75694",-2.9,-1.42,-0.796,-1.95
"O75695",-3.04,-3.45,0.706,-2.29
"O75716",0.0884,-0.643,-0.145,-0.35
"O75717",-1.58,-1.82,-1.52,-2.64
"O75718",0.0884,-1.05,-0.145,-2.92
"O75746",-0.198,-1.88,-0.883,-0.599
"O75746;Q9UJS0",0.0884,-4.09,1.14,-1.66
"O75764",0.0884,-3.47,-0.145,-3.81
"O75787",0.0884,-2.05,0.331,-1.57
"O75791",-3.03,-0.643,-0.145,-0.35
"O75792",-3.16,-4.31,-0.595,-3.54
"O75794",-4.63,-3.37,-1.91,-5.05
"O75808",0.0884,-1.23,-3.58,-1.09
"O75815",0.0884,-7.64,-0.233,-7.01
"O75817",0.0884,-1.58,-3.17,-0.35
"O75818",-1.57,-4.05,-1.11,-2.69
"O75820",-0.47,-3.47,-0.145,-3.16
"O75821",-1.45,-1.31,-0.574,-1.22
"O75822",-1.79,-1.09,0.458,-1.02
"O75832",-4.27,-3.99,-0.929,-3.15
"O75843",-3.38,-2.71,-0.89,-1.89
"O75844",-0.998,-4.5,0.289,-5.37
"O75864",0.0884,-0.643,-0.145,-0.35
"O75874",-1.13,-2.14,-0.297,-0.494
"O75880",0.0884,-0.643,-1.08,-0.925
"O75881",0.0884,-0.924,-0.145,-0.35
"O75886",-3.4,-2.49,-1.26,-2.1
"O75886;Q92783",-3.71,-5.3,-0.145,0.048
"O75891",0.0884,-1.89,-0.145,-0.35
"O75891;Q3SY69",0.0884,-0.571,-0.145,-0.35
"O75896",0.0884,-1.34,-0.145,-1.33
"O75907",0.802,-1.31,0.659,0.65
"O75909",-3.37,-3.24,-1.11,-3.7
"O75911",0.0884,-2.2,-0.145,-0.35
"O75915",-0.807,-2.37,-1.3,-1.15
"O75923",0.0884,-2.77,-0.145,-2
"O75925",-4.46,-6.83,-3.15,-6.36
"O75928",-3.96,-6.15,-4.32,-6.89
"O75928;O75925",-4.36,-5.25,-7.25,-8.31
"O75934",-2.15,-1.52,-1.11,-1.61
"O75935",-5.91,-0.652,-2.25,1.03
"O75937",-2.12,-3.87,-1.31,-3.24
"O75947",-2.81,-0.588,-1.13,-1.5
"O75955",-1.38,-0.867,-0.592,-1.15
"O75962",-0.738,-4.26,0.747,-1.48
"O75962;O60229",0.0884,-0.643,-0.145,-1.34
"O75964",-3.3,-0.883,0.308,-0.368
"O75970",0.0884,-3.54,-0.78,-2.29
"O75976",0.0884,-1.29,1.1,-1.59
"O75995",-2.37,-0.643,-0.145,-0.35
"O76003",-3.66,-3.05,-1.01,-2.24
"O76013;K1H6_HUMAN",0.0884,-3.94,-0.145,-0.35
"O76021",-1.04,-1.86,-0.674,-0.674
"O76024",0.824,-3.46,-1.15,-0.568
"O76027",-0.152,-1.78,-0.0561,-0.35
"O76031",2.64,-3.44,0.965,0.684
"O76038",0.0884,-0.643,-0.145,-0.35
"O76039",-0.786,-2.2,-0.145,-3
"O76041",0.0884,-2.08,-1.88,0.465
"O76054",-2.17,-3.5,-0.616,-1.67
"O76062",0.0884,-0.643,0.0618,-0.35
"O76070",0.0884,-3.37,-0.145,-0.35
"O76071",-1.43,-3.01,-2.08,-4.43
"O76080",0.0884,-2.62,-0.145,-1.21
"O76094",-2.71,-1.26,-0.264,-0.744
"O94760",0.0884,-5.22,-1,-3.68
"O94761",-0.351,-3.4,-3.89,-2.57
"O94762",-2.18,-4.77,-2.73,-3.87
"O94763",0.0884,-0.643,-0.145,-1.66
"O94766",0.0884,-0.643,-0.145,-0.35
"O94768",-2.48,-0.643,-0.145,-3.23
"O94776",-2.52,-2.7,-1.57,-2.48
"O94782",-1.49,-0.643,-0.792,-1.81
"O94788",-3.43,-0.643,-0.145,-0.35
"O94804",-0.79,-1.52,-1.06,-3.2
"O94808",-0.697,-0.643,0.643,-1.1
"O94819",-4.99,-0.643,-0.145,-0.35
"O94822",0.0884,-2.5,-1.08,-1.62
"O94826",-3.69,-3.36,0.00673,-1.34
"O94829",0.0884,-4.6,-1.28,-2.32
"O94830",-0.481,-0.643,-1.08,-1.05
"O94832",-3.2,-1.77,-0.381,2.38
"O94842",-1.37,-3.7,-1.99,-3.46
"O94851",0.0884,-3.27,-0.145,-1.8
"O94854",-0.926,-1.71,-2.72,-2.72
"O94855",-0.795,-3.89,-1.25,-0.35
"O94864",-0.981,-5.22,-1.24,-3.71
"O94874",-2.37,-1.87,-0.46,-2.18
"O94875",0.577,-1.62,-0.145,1.54
"O94876",0.0884,-2.73,-0.145,-0.35
"O94880",-4.58,-4.42,-1.43,-4.16
"O94886",-1.05,-2.05,1.87,-2.43
"O94887",0.0884,-1.46,-2.26,-1.52
"O94888",-3.74,-4.47,-1.01,-5.06
"O94889",-1.93,-1.22,-0.145,-1.78
"O94901",0.923,-0.675,-1.27,-0.699
"O94903",-1.79,-1.75,-0.448,-2.22
"O94905",-1.42,-2.56,-0.0645,-0.422
"O94905;O75477",-0.24,-1.82,-0.319,-0.618
"O94906",-2.83,-1.2,-0.637,-1.54
"O94913",-0.999,-1.33,-1.05,-0.764
"O94915",-1.8,-3.91,0.0805,-0.572
"O94916",0.0884,-4.74,-0.145,-4.5
"O94919",0.0884,-0.643,-0.145,-0.269
"O94923",0.0884,-0.994,-0.985,-1.32
"O94925",-1.36,-1.44,0.786,-1.23
"O94927",-6.4,-6.66,-2.84,-4.53
"O94929",0.0884,-1.73,-0.145,-2.26
"O94941",-0.883,-4.02,-0.145,-4.72
"O94952",0.0884,-4.42,-1.08,-3.99
"O94953",-5.04,-4.87,-3.74,-5.38
"O94964",-1.46,-3.02,-0.986,-1.91
"O94964;Q9Y4B5",0.0884,-1.93,-0.145,-0.35
"O94966",-3.41,-3.65,-1.09,-2.1
"O94967",-8.3,-6.62,-3.85,-4.77
"O94972",-3.18,-2.65,-3.44,-0.793
"O94973",-2.24,-1.73,-0.36,-1.31
"O94973;O95782",-2.81,-2.07,-0.596,-1.46
"O94979",-0.9,-0.942,-0.436,-0.619
"O94986",-5.51,-4.06,-0.145,-2.17
"O94992",-0.499,-1.12,-0.198,-1.58
"O95049",0.0884,-4.45,-1.83,-1.8
"O95059",-0.725,-0.282,-2.84,-2.65
"O95067",-5.81,-4.01,0.641,-2.77
"O95070",0.0884,-4.69,-1.98,-1.4
"O95071",-3.03,-3.71,-0.566,-1.71
"O95081",-3.07,-3.13,-0.857,-3.68
"O95104",-3.84,-3.33,0.0521,0.302
"O95104;Q9UPN6",-3.62,-3.26,-0.502,-2.6
"O95139",0.0884,-0.643,-1.36,-0.35
"O95140",-1.11,-4.36,2.36,0.582
"O95147",0.0884,-2.36,-0.145,-4.4
"O95154",0.0884,-0.643,-0.145,-0.35
"O95155",-3.5,-2.72,-2.47,-2.89
"O95159",0.0884,-1.19,-0.613,-0.35
"O95163",-1.51,-3.75,-0.957,-1.61
"O95168",-1.55,-1.34,-0.393,-0.489
"O95169",0.0884,-1.66,4.09,0.866
"O95171",0.0884,-6.01,-0.145,-0.35
"O95182",0.0884,-3.53,-0.145,-0.35
"O95197",-0.822,-2.69,-0.0436,0.0441
"O95202",0.0884,-4.08,1.26,0.819
"O95208",0.355,-1.61,-1.16,-0.48
"O95210",0.214,-1.96,-1.76,-3.26
"O95218",-1.81,-1.58,-0.414,-1.06
"O95219",-0.25,-3.21,-0.5,-1.41
"O95229",-4.61,-3.28,-2,-3.23
"O95232",-1.93,-0.688,-0.139,-1.24
"O95235",-3.68,-2.46,-1.84,-2.53
"O95238",0.0884,-0.643,-6.65,-1.49
"O95239",-1.66,-2.64,-1.06,-2.95
"O95239;Q2VIQ3",-1.6,-2.76,-1.34,-3.15
"O95243",-1.14,-1.33,-2.3,-2.1
"O95248",-2.26,-4.56,-0.194,-1.27
"O95249",-6.38,-5.57,-4.19,-5.08
"O95251",-2.5,-4.08,-0.728,-2.04
"O95260",-3.86,-4.87,-2.85,-3.11
"O95271",-1.02,-0.643,-0.145,-0.35
"O95271;Q9H2K2",-1.09,-2.06,-0.145,-0.35
"O95292",-2.09,-1.33,-0.581,-1.02
"O95294",0.0884,-0.643,-1.3,-0.35
"O95295",-0.476,-3.77,-0.351,-1.37
"O95297",0.0884,-2.18,-0.145,-0.869
"O95298",0.0884,-1.91,1.21,-1.17
"O95298;E9PQ53",0.0884,-0.643,-0.145,-0.35
"O95299",-0.768,-1.46,-0.137,-2.29
"O95302",0.0884,-1.83,-0.145,-0.35
"O95319",-2.79,-0.643,-0.145,-0.35
"O95336",-3.27,-3.31,-0.382,-2.82
"O95340",0.0884,-3.32,-0.615,-1.48
"O95347",-2.1,-1.82,-0.39,-1.61
"O95352",-1.61,-1.68,-1.42,-3.47
"O95359",0.0884,-4.47,-0.145,-2.75
"O95361",0.0884,-2.2,-1.5,-2.84
"O95361;Q309B1",0.0884,-3.52,-1.8,-1.02
"O95363",0.0884,-2.19,-0.145,-0.35
"O95365",-0.44,-4.82,-4.38,-5.59
"O95372",-4.99,-4.63,-2.53,-2.71
"O95373",-1.99,-2.65,-0.491,-1.49
"O95376",-3.76,-3.85,-2.95,-3.97
"O95379",-4.51,-0.997,-0.145,-2.16
"O95382",0.0884,-3.44,-3.61,-4.68
"O95391",-2.23,-3.55,-1.54,-2.93
"O95394",-0.481,-3.51,-1.64,-1.44
"O95396",-3.44,-4.75,-1.81,-3.36
"O95400",-3.77,-4.46,-2.01,-0.775
"O95402",-1.68,-1.93,-0.815,-4.75
"O95409",0.0884,-4.92,-1.17,-5.02
"O95425",-1.97,-1.76,-0.531,-0.977
"O95427",0.0884,-1.34,-0.145,-0.35
"O95429",-3.78,-5.64,-2.71,-4.53
"O95433",-3.3,-2.92,-1.1,-1.91
"O95453",-3.3,-4.47,-0.818,-1.96
"O95456",-2.44,-3.37,-1.94,-1.68
"O95466",-0.741,-0.643,0.946,-2.04
"O95470",-2.79,-1.55,-0.394,-0.8
"O95475",-5.07,-0.643,-0.145,-0.35
"O95478",-0.667,-1.45,-0.648,-0.91
"O95479",2.43,2.15,4.64,2.12
"O95486",-2.31,-1.58,-1.65,-3.76
"O95487",-3.26,-2.28,-3.35,-1.08
"O95528",0.828,-1.42,1.22,1.4
"O95551",-5.09,-5.52,-4.33,-5.23
"O95563",0.0884,-0.643,-0.145,-0.35
"O95571",1.42,-1.76,1.48,0.602
"O95573",-3.73,-1.31,-0.139,-1.17
"O95602",-2.3,-1.54,-0.494,-0.497
"O95613",-2.97,-0.926,-0.277,-0.272
"O95619",-4.05,-3.09,-2.67,-3.81
"O95622;O43306",0.0884,-0.643,-0.145,-0.35
"O95625",-3.62,-4.23,-2.54,-4.89
"O95628",-6.6,-5.1,-5.81,-4.72
"O95630",-2.74,-3.08,-2.05,-2.26
"O95639",-3.62,-1.53,-3.26,-0.766
"O95644",-2.32,-0.643,-2.31,-0.872
"O95671",-1.05,-0.643,-0.809,-0.552
"O95674",0.0884,-0.643,-0.145,-0.35
"O95678",0.0884,-0.562,0.126,-2.69
"O95684",-2.44,-3.64,-0.846,-0.0702
"O95696",-2.51,-2.82,-0.843,-2.47
"O95707",-3.94,-3.75,-0.942,-1.35
"O95714",-6.62,-5.16,-4.66,-4.98
"O95716",-0.704,-2.66,-2.54,-0.35
"O95721",-4.11,-5.27,-3.53,-1.52
"O95747",-2.43,-3.6,-0.778,-2.33
"O95757",-2.73,-4.08,-0.705,-3.65
"O95758",-2.71,-1.48,-0.833,-1.66
"O95758;P26599",-2.88,0.26,-0.0525,-1.63
"O95777",-2.42,-1.67,-1.55,-1.39
"O95782",-0.816,-2.02,-0.736,-1.56
"O95785",-3.98,-6.01,-1.93,-5.92
"O95786",-4.12,-3.07,-3.11,-2.3
"O95789",-4.26,-4.6,-1.12,-5.5
"O95793",-4.77,-2.32,-0.899,-1.12
"O95801",-3.54,-2.71,-0.145,-3.32
"O95810",-4.13,-4.63,-4.16,-0.296
"O95816",-3.31,-2.2,0.0871,-1.94
"O95817",-5.08,-5.31,-1.57,-3.87
"O95819",-3.95,-3.79,-0.257,-3.13
"O95822",0.0884,-1.87,-1.11,-0.35
"O95831",-0.78,-0.636,-0.0147,-0.16
"O95832",0.0884,-3.07,-0.145,-0.35
"O95833",1.35,-4.87,-1.87,-1.8
"O95834",-0.782,-2.96,-1.23,-1.3
"O95835",-3.45,-0.603,-1.14,-2.12
"O95837",0.0884,-0.643,-0.145,-0.35
"O95837;P29992",0.0884,-0.166,-0.145,-0.35
"O95861",-4.39,-2.24,-0.517,-4.05
"O95864",-1.96,-3.33,-1.21,-2.27
"O95865",-2.25,-3.36,-0.923,-5.49
"O95870",-0.96,-4.17,-2.63,-1.57
"O95872",0.0884,-3.4,-0.145,-3.1
"O95881",-2.69,-2.56,1.43,-2.22
"O95900",0.0884,-0.795,-0.145,-0.859
"O95926",-0.826,-0.643,-0.145,-1.61
"O95967",0.0884,-0.643,-0.145,-0.35
"O95983",-3.88,-5.58,-1.57,-3.77
"O95985",-2.82,-0.643,-2.54,-0.815
"O95994",-0.026,-1.23,-0.905,-0.779
"O95995",-4.6,-0.643,-0.89,-3.18
"O95999",-4.77,-5.29,-1.28,-4.01
"O96000",-4.33,-1.51,-0.351,-1.95
"O96005",0.0884,1.18,-4.52,1.16
"O96007",-0.487,-1.19,-1.54,-1.81
"O96008",-3.17,-0.903,-0.813,-1.14
"O96011",-1.43,-1.61,0.337,1.51
"O96013",-3.21,-2.24,-1.03,-2.17
"O96019",-4.2,-5.05,-3.29,-4.84
"O96019;O94805",-5.55,-5.39,-4.24,-4.16
"O96028",-4.81,-3.12,-2.26,-2.95
"P00167;CYB5_HUMAN",0.0884,-2.8,-1.33,2.4
"P00326",0.0884,-2.08,-0.145,-0.35
"P00338",-1.73,-1.91,-0.552,-1.57
"P00352",-0.907,-0.643,-0.145,-1.15
"P00352;P05091;P30837;P47895;O94788",0.979,2.24,0.678,1.46
"P00367",0.0884,-1.42,0.77,-1.2
"P00367;DHE3_BOVIN",-3.92,-3.76,-0.36,-0.851
"P00367;P49448",0.0884,-1.95,-0.145,-1.99
"P00367;P49448;DHE3_BOVIN",-2.84,-2.52,0.172,-1.09
"P00374",-4.13,-3.78,-2.81,-1.77
"P00387",-0.925,-1.49,-0.317,-1.43
"P00390",-3.62,-2.7,-0.458,-2.32
"P00403",-1.06,-0.717,0.973,-0.473
"P00414",0.0884,-1.77,-0.145,-0.35
"P00450",-1.72,-1.65,-3.21,-2.25
"P00488",0.0884,-0.643,-0.145,-1.12
"P00491",-2.33,-2.35,-1.22,-1.48
"P00492",-1.91,-2.75,-0.17,-2.07
"P00505",-1.02,-1.05,0.363,-0.0491
"P00533",-0.708,-1.76,3.61,-1.38
"P00558",-2.96,-2.38,-0.183,-2.13
"P00568",0.0884,-2.05,-0.188,-3.89
"P00734",-4.83,-4.63,-4.79,-5.04
"P00747",-1.38,-0.643,-0.145,-0.862
"P00749",0.0884,-1.74,-0.145,-0.25
"P00750",0.0884,-0.643,-0.145,-1.04
"P00751",-3.98,-3.31,-0.145,-3.53
"P00813",-2.79,-1.76,1.41,-0.235
"P00918;CAH2_HUMAN",0.0884,-1.68,0.0865,1.52
"P00966",-1.79,-1,-1.1,1.79
"P00973",0.0884,-4.74,-0.145,-0.35
"P01008;ANT3_HUMAN",-0.164,-2.08,0.143,0.633
"P01011",-4.77,-3.56,-2.13,-3.61
"P01023",-6.2,-6.54,-6.59,-5.08
"P01023;P20742",-3.3,-4.78,-5.39,-3.83
"P01024",-7.43,-7.23,-4.24,-7.52
"P01034",0.0884,-1.45,-0.145,-0.855
"P01040",1.32,1.17,2.51,2.05
"P01100",-0.734,-5.54,-4.67,-1.73
"P01106",0.0884,-3.71,-5.64,-5.27
"P01111;P01112;RASH_HUMAN",0.0884,-2.42,-0.976,-0.35
"P01116",0.0884,-1.53,-2.13,-0.35
"P01130",0.0884,-0.643,0.707,-2.4
"P01583",0.0884,-0.643,-0.145,-0.35
"P01730",0.0884,-0.643,-0.145,-0.35
"P01833",1.77,0.0828,0.22,0.746
"P01889",0.0884,-3.83,0.814,-0.741
"P01889;P04439;P01893;P10321",0.554,-1.92,0.4,-0.639
"P01889;P10321",-0.852,-2.87,1.8,-0.677
"P02042;P68871;HBB_HUMAN",-3.05,-1.99,0.0275,-2.41
"P02452",0.0884,-0.643,-0.145,-0.35
"P02458",0.0884,-0.643,-0.145,-0.35
"P02511",0.0884,1.25,0.265,0.693
"P02533",-0.289,0.935,0.395,1.03
"P02533;P08727",-0.356,-0.275,-0.633,1.13
"P02533;P08779",-2.06,0.0547,-0.173,4.02
"P02538",-1.65,0.683,0.188,1.79
"P02545",-0.551,-0.644,-0.154,-1.19
"P02545;P20700;Q03252",-1.12,-1.06,-0.688,-1.38
"P02647",1.1,-1.21,-1.58,-1.37
"P02649",-0.85,-1.46,-2.05,-0.35
"P02675",-0.665,-0.643,-0.145,-0.35
"P02679",0.0884,-0.643,-0.145,-0.35
"P02686",0.0884,-2.13,-0.145,-0.35
"P02751",-5.4,-5.61,-1.57,-4.53
